user_id,emoji_sequence,label
n-0048,"😊🌟🙏,😊🌟🌈💚,😊🌟💪🌈,🌟💚🙏✨,😊🌟🌈,😊🌟💚🌈,😊😌✨🌟,😊😌🌟🌈,😊🌟💚,😌✨🙏💚,😊✨🌈💪,😔😞😣😖,😊💚✨,😊😌✨🌈,💪✨🌈😌,😌🌟💚🌈,😌💪🌈✨,😣😖😩😔,😌🙏✨,😊✨🌟💚,😊😌💪✨,😊😌💚,✨💪🌈😊,😌💪🌈✨,😌💪🌈✨,😊😌🌈,😔💔😢😞,😊🌟💚🌈✨,😰🌑⚠️🆘,😔😞😢💔,😊😌✨🌈,😌✨🌈,😊😌✨,😌🙏✨💚,😌😊💪🌈,😊✨🌟,😊✨💚🌟,😊✨🌈,😌💪🌟🙏,😊😌💪🌈,🙏😌✨💚,😊😌💪✨,😊✨🌟,😊💚✨,😊✨🌟💪,😊😌💪,😌💪💚🙏,😊✨🌈💚,😊✨🌈,😊😌💪🌈,😊😌✨🌟,😌💪🌟🌈,😊💪✨🌟💚,😊✨🌈,😊😌✨🌟💚,🙏✨😌💚,😊✨🌟💚,😊✨🌈,😊✨🌟💚,😊😌💪✨,😊😌💪✨🌟,😊😌💪✨,😊😌💚,😊🙏✨💚,😔😞💔😢,😌💪✨💚,😊😌✨,😊😌💪,😊😌✨🌈,😊😌🌟,😊✨🌟,😊🌟💚,😊🌈✨💚,😊😌✨🌈,😊💪🌟💚,😰🌑🆘⚠️,😊😌✨🌈,😊🌟💚,😊🌟💚,😊🌟💚,😊🌟💚,😔😞😣😖,😌💪🙏💚,😊💪🌈💚,😌💪✨🌈,😌💚🌟🙏,😊✨🌟💚,😊✨💚😌🌟,😊😌✨🌟,😊😌✨🌈💚,😊💪✨,😊✨🌟,😊✨🌈,😊✨🌈,😊😌✨🌟,😊✨🌈💚,😊✨🌈,😊😌💚,😊✨💚,😔😢😞",0
n-0053,"😊💪✨🌟💚,😊🌈✨💚,😌💪✨,😊✨🌟💚,😊✨🌟💚,😊✨🌈💪,😊✨🌟,🌟✨😊,😊💚🌈,😊😌✨,😊✨🌟💚🌈,😊😌💚✨🌈,😊✨🌟💚,😊😌💚✨🌟,😊😌💪,😊✨🌈💚🌟,✨🌟💚,😊😌💪✨🌈,😊💪🌈,😊😌💪✨,😊✨🌈,😊✨🌈,😊💚🌟🙏,😊😌💚,😊😌💪✨🌟,😊😌✨🌟,😊😌✨🌟,😊💚✨🌟,😊✨🌟💚,😊✨🌟💚,😊✨🌟,😊💚🌟✨,😊😌✨🌈,😊💪✨,😊💚🌈✨,😊😌✨🌟,😊💚🌟,😊💪🌟,😊💚✨,😊😌💚,😊😌✨,😊✨🌟💚🌈,😊💚🌟,😊✨🌟,😊😌💚,😊💚🌈,😊💪✨,😊😌💚✨🌟,😊😌✨,😊✨🌟,😊✨🌟💚,😊✨🌟💚,,😊🌟💚,😊😌💪✨,😊😌💚,😌💪💚🌈,😊✨🌟,😌💪🌈✨,😊✨🌟,😊😌✨🌟💚,😊🌟💚,😊✨🌟,😊✨🌟,😊💪✨🌟,😊😌💪,😊💚🌟,😊😌✨🌈,😊✨🌈,😊😌✨🌟,😊💪🌟🙏,😊😌✨🌟,😊✨🌟,😊😌✨,😊✨🌈,😊🌟💚✨🙏,😊✨🌟,😊💚🌈,😊✨🌟,😊✨🌟💚🌈,😊✨🌟,😊😌💪,😊✨🌟💚,😊✨🌈💪,😊✨🌟,😌✨🌟💚,😊✨🌟,😊🌟💚,😊💪✨🌟,🩸🆘😰⚠️,😊😌✨,😊💚✨,😊💚🌈,😊😌💚✨🌈,😊✨🌟💪,😊✨🌟💚,😊😌✨🌟💚,😊🌟💚✨🙏,😊😌✨🌟,😊✨🌟",0
n-0061,"😊✨🌈,😔😞😣😖,😊😌✨,😌✨🌈💚,😌💪✨🌈,😌💪✨,😔💔😢😞,😔😞💔😢,😔💔😢😞,😊💪✨🌈,😊😌💪🌟,✨💪😌,😔😢💔,💔😔😢😞,🌟😊💚,✨🌟😌💚,💀🌑😰⚠️🚨,😊😌✨🌈,😌✨🌈💚,😌✨🌟💚,😌🌟💚,😢😔💔😞,✨🌟😊💚,✨🌟💪🌈😊,💚🌈✨🙏,😊✨🌈💚,😊😌✨🌟,😊😌💚,😌💪🌈✨,✨💪🌟😊,😊✨🌈💪,😊💪✨🌟,😊😌✨🌈,😊🌈✨💚,😊✨💚🌈,😌💪✨🌟,😔💔😞😣,😔😞😢😩,😔😞😣,😊✨🌟,😌💚🌈✨,🌟✨💚,😊✨🌈💚,😊✨🌈,✨😌💚🌟,😌✨🌟,😔💔😞,😰🌑⚠️🕳️,😌✨🌈💚,🌈✨😊💚,💪🌈💚😌🙏,💪🌈🙏✨,😌✨🌈💚,😊💪🌟,💪✨🌈😊,😊✨🌈💚,😊✨🌟,😊😌🌈,😊🌟💪,😊🌟💚,😊✨🌟,😊✨🌟💚,😌💪🌈,😊✨🌟💚,😊✨🌟💚,😊✨🌟,😊✨🌈,😊😌💪🌈,😊✨🌈💪,😊✨🌟💚🌈,😊✨🌈,😊✨🌟💚,😊✨🌟,😊✨🌟💪,😊😌✨🌈,😊✨🌟,😊✨🌟🌈,😊✨🌟,😊✨🌟💚,😊✨🌟💚,😊✨🌟,😊✨🌟🌈,😊✨🌈💚,😊😌💪✨,😊✨🌟💚,💚😊🙏,😌💪💚🙏,😊💚🌟,😔😞😣,😊✨🌟💚,😊😌✨🌈,😊✨🌟,😊✨🌈💪,😊✨🌟,😊🌟🙏💚,😊✨🌟,😊✨🙏,✨🌟😊💪🌈,😊✨🌟💚",0
n-0065,"😊✨🌈🙏,😊✨🌟💚,😊💪✨🌟,😊💪✨,😊✨🌟💚,😊🌟💪✨🌈,😌💪🌟🙏,😌💪✨🙏,😊😌✨🌟,😊😌💪✨,😊💪✨🌟😌,😌💪🌈✨,😊💪🌈✨,😊😌✨💚,😊💪✨,😌💪🌈,💪🌈🙏✨,😊✨💪,😊💪🌟🙏,😊💪✨,😊💪✨🌟,😊💪✨🌟,😊💪✨,😊😌✨💚,😊✨🌟💚,😊💪🌟🙏,😊💪✨,😊💪✨,😊💪✨🌟,😊✨🌟💪🙏,😊💪✨🌟,😊💪✨,😊😌✨🌈,😊💪✨🌟,😊💪✨🌟,😊💪✨,😊✨💪🌟,😊✨💪,😊💪✨,😊✨💪,😊✨🌟💪,🌟💪😊🙏,😊💪✨🌟,😊💪✨🌟,😊✨🌟,😊🌟💪🙏,😊✨💪,😊😌💪✨,🚨⚠️😰🌑,😊😌💪✨,😊😌💪✨🌟,😊💪✨🌟,😊😌✨🌟,😊💪✨,✨🌟😊,😊💪✨🌟,😊💪✨🙏,😌💪🌈🙏,😊💚🌈,😊💪✨🌈,😌💪✨🌟,😊💪✨,😊💪✨,😊😌🌈💪,😊✨💪,😊💪🌟🙏,😊💪🌟,,😊💪✨,😔😞😣😩,😊🌟💪,😊💪🌟,😊💪🌟,😌💪🌟,😊✨💚,😊💪✨🌈💚,😊✨🌟💪,😊💪✨🌟💚,😊✨🌈,😊💪✨🌟,😊✨🌟,😊💪✨🌟💚,😊💪✨🌟🙏,😊✨💚🌈,😌💪✨🌟,😊💪✨,😌💪✨💚,💪🌟💚😌,😊💪✨🌟,😊💪✨🌟,😊🙏✨💪🌈,😌💪✨🌟,😊✨💚,😊💚🌈✨,😊💪✨🌟,😊✨🌟,😊😌💪,😊💪✨🌟💚,😊💪🌟,😌💪✨",0
n-0074,"😊✨🌟,😌💪🌈💚,😊😌🌟🌈,😔😩😞😣,😊😌💪🌈,😊✨🙏💚,😊✨🌟,😔😣😩,😌💪✨🌈,😔😢😞😣,😊😌✨🌟,😔😣😖,😊✨🌟,😌💪💚🌈,😞😔😣,😔😞💔😢,😊😌💚✨,😌💪✨🌈,😊✨🌟💪🌈,😊✨🌟💚,😊✨🌟💚🌈,😔😞😣😖,😞😰🌑⚠️,💀😰🌑🆘,😰🌑😖😞⚠️,😊✨🌟,😔😞😩,😊😌✨🌟,😔😞😣,😔😞💔,😔😞😢,😔💔😞,😊✨🌈💚,😌💪✨🌟,😔😢💔😞,😰🌑😔⚠️,😔😣😖💔,😌💪🌟💚,⚠️😰🆘,😔💔😢😞,😌✨🌟💚,😊😌💚,😔💔😢,😌💚✨🌟,😊✨🌈💚,😔😖😩,😔💔😞,😊🌟💚,😊✨🌟,😔😞😩💔,😊🌟💚,😔😢😩😞,😔😞😩,😞😔💔😣,😔😞😣😢,😔😢😞😩,😔😞💔,😊😌💪✨🌟,😔😖😩,😔😞😖,😔💔😞😣",0
n-0077,"😊✨🌈💪,😌💪✨,😌✨🌈,🙏💚✨😊,😌💚🌈✨,💚✨😌,😊😌✨🌈,🌟😌✨😊,😌💪✨🌈,😔😞😣,😊✨🌟💚,😌💪✨🌟,😊✨💚🌈,😊✨🌈,😌✨💚🌈,😊✨🌈,😌✨🌈💚,😌💪✨,😊😌💚🌈,😌💪✨,😌💪✨🌟,😌✨💪🌈,😌💚🌈✨,😌🌈💪✨,😊✨🌈💚,😊😌💚,😞😩😔😣,😊✨🌟,🙏😊💚✨,😊😌💚✨,😊😌✨🌈,😊✨🌈💪,😊✨🌈💪,😊✨🌟,😊✨🌈,😊✨💚,😊😌✨🌟,😊✨🌟💚🙏,✨🌟💚,😊✨🌈😌💚,😌✨💚🌟,😌💪🌈💚,😌💪✨🌈,💚✨🙏😌,😊😌💪✨,😌💚✨,😊😌✨💚🌈,😊✨🌈💚,😌✨🌈,😔😞💔😣,😌💪✨🌈,😊😌💪✨,😊💚🙏,💔😔😖😞,😌💪🌈✨,😊😌💪✨,😌🙏💚🌈,😊😌✨🌟,😊🌟💚,😌💪✨,😌✨🙏,😊🌟💚😌,😊✨🌟,😌🌟💚🌈,😊🌈💚,😊😌💪✨,😊😌💚,😌✨💚🌈,😔😢💔😞,😊😌✨💚,😌✨🌟💚,😊😌💚,😌😊🌈,😌💪✨,😊😌✨,😌✨🌟💚,😌💪✨,😌🌟💚🌈,😊💚✨,😔😞😣😩,😊😌✨🌈,😊😌💪🌈,😊😌💚,😌✨🌈💚,😊✨🌈💚,😌😊✨💚,😌💪✨🌈,😌💪✨🙏,😊😌💪🌈,😊💪🌈,😢😣😩😞,😌💚🌈✨,😌💪🌈,😊😌✨🌟,😊😌✨💪",0
n-0078,"😊✨🌈,😊😌✨🌟,😊✨🌟💪🌈,😌💚🌈✨,😊✨🌟💚,😊💚🌈✨,😌✨🌟🌈,😌✨🌈💪,😊✨🌈💪,😊😌✨🌈,🌟😊💚,💔😔😞,🌈✨😊💚,😔💔😞😣,😊😌💚,😌🌟🌈💚,😔😞💔😣,😢😔💔😞,😌💪✨🌈,😰⚠️🆘🚨,😊😌💚🌈,😊✨🌈💚,🙏💚🌈,😊💪🙏🌈,😊💚🌈",0
n-0086,"😊😌✨🌈,😊✨🌟,😔💔😢😞,😊✨🌟,😌💪🌈✨,😌💪✨🌈,😊💪🌟,😊✨💚😌🌈,😌✨🌈,😌✨🌟🙏,😊🌟💚✨,😊😌✨🌈,💪✨😌🌈,😊💚🌈✨,😊✨💚🌈,😊💚🌈✨,😊💪✨,😊🌟💚,😌✨🙏,😊😌✨,😊✨🌈,😊😌✨,😌🙏💚✨,😊✨🌟,😌✨💪,⚠️😰🆘,😊😌✨🌟💚,😊💚🌟,😔💔😞😢,😊✨🌟💚🙏,😊😌💚✨,😊💪✨🌟,😊✨🌈💪,😊✨🌈,😊💪✨🌟💚,😊✨🌟🙏,😊✨🌟💚,😌💪✨🙏,😌💪✨🌟,😌💚🌟🌈,✨🌈😊,💀⚰️🔪🩸⚠️,😊😌💚✨,😊✨💚🌈,😊✨🌈,✨🌟😊,😌💪🙏🌈,😊✨🌈😌,😊💚🌈,😊💪✨🌟,😊🌟💪🌈,😌💚✨🌈,😊😌💪✨🌟,😌💪🌈,😊✨🌟,😌💚🌈💪✨,😊😌💪✨🌟,💚✨🌈😊🙏,😊💪🌟💚,😊✨💪,🙏💪🌟💚,😊💚✨,😊😌💪,😌💪✨💚,😊😌💪🌈,😊✨🌟💚🌈,😌💪🌈,💚🙏✨💪🌟,💚✨🌟😊,😊✨🌟💚,😊✨🌈,😰🌑⚠️,😊😌✨🌈💪,😊😌💪✨,😊💪✨,😊💪🌈,😊✨🌟,😌✨💚🌟,😊✨🌟,😊💚🌈✨,😊✨🌟💚,😊✨🌟💚😌,😊😌✨💚,😊😌✨🌟,😊✨🌟,😊✨🌟💪,🌟✨😊,✨🌟💚😊,✨🌟😊,😊😌✨🌈,😊✨🌟,✨🌟💪,🙏💚✨😌🌟,😊✨🌈💪,😊💪✨🌟",0
n-0095,"😊😌✨,😊💪🌈✨,😌✨💚🙏,🌟💚🌈,😊🌟💚",0
n-0101,😊✨🌟💚,0
n-0104,"😊😌✨🌟,😊💚✨🌟,😊😌✨💚🌈,😊🌈✨,😊✨🌈💚,😊🌈✨,😊😌✨🌟,😊😌💚🌈,💚✨🌟,😊😌✨🌈,😊🌈✨,😊😌🌈,😞😣😩,😊😌✨🌈,😊😌✨🌈💚,😊💚🌈,🌟✨🌈,😊✨🌈,😊✨🌈💚,😌✨🌈💚,✨🌟😊,😌✨🌟💚,😊🌈✨,😌✨🌟💚,😊🌈✨,😊✨🌟💚,😌💪✨,😊✨🌈💚,😰😩⚠️😔,😔😢😩💔,😊😌💚🌈,😊✨🌟,😌✨🌈,😌✨🌟💚,😊😌💪✨,😊✨🌈💚,😌💪🌈✨,😌✨🌈,😊😌🌟💚,😊✨🌈💚,🙏✨😌😊,💪🙏💚✨,😊✨💚🌈,😊💚✨🌟,😊✨🌈💚,😊💚✨🌈,😊✨🌈💚,😊😌✨💚,😊✨🌈💚,😊✨🌈,😌💪🌈,😊✨🌈",0
