user_id,post_sequence,suicide_risk
0,"💀💊🔪⚠️😭,💀🔪🩸⚠️🕳️,💀🕳️😭⚠️,💀⚠️🕳️😭🔪,💀😭⚠️🕳️",1
0,"💀🔪🩸⚠️🕳️,💀🕳️😭⚠️,💀⚠️🕳️😭🔪,💀😭⚠️🕳️,💀💊⚠️🕳️😭",1
0,"💀🕳️😭⚠️,💀⚠️🕳️😭🔪,💀😭⚠️🕳️,💀💊⚠️🕳️😭,💀🕳️⚠️😭⚰️",1
0,"💀⚠️🕳️😭🔪,💀😭⚠️🕳️,💀💊🕳️🚨😭,💀🕳️⚠️😭⚰️,💀🔪🩸🚨",1
0,"💀😭⚠️🕳️,💀💊🕳️😭,💀🕳️⚠️😭⚰️,💀🔪🕳️😭,💀🕳️⚠️😭💊",3
2,"💀🕳️😭⚠️😔,💀💊🚨🕳️😭,💀😭🕳️⚠️😔,😔💔😢🕳️⚠️,💀🕳️😭⚠️",1
2,"💀💊🚨🕳️😭,💀😭🕳️⚠️💔,😔😢😞🕳️⚠️,💀🕳️😭⚠️,💀😭🔪⚠️",1
2,"💀😭🕳️⚠️😔,😔💔😢🕳️⚠️,💀🕳️😭⚠️,💀😭🔪⚠️,💀🕳️⚠️😭🌑",1
2,"😔💔😢🕳️,💀🕳️😭⚠️,💀😭🔪⚠️,💀🕳️⚠️😭🌑,💀😭⚠️🕳️💊",2
2,"💀🕳️😭⚠️,💀😭🔪⚠️,💀🕳️⚠️😭🌑,💀😭⚠️🕳️,💀🕳️⚠️😭🔪",3
4,"💀⚠️🔪🕳️,💀😭🕳️🚨,💀😭🕳️🚨,,💀🔪🚨⚰️😭",1
4,"💀😭🕳️🚨,💀😭🕳️🚨,,💀🔪🚨⚰️😭,💀🔪😭⚠️",1
5,"💀😰🕳️😭⚠️,💀🕳️😭😰⚠️,💀🕳️😰😔😭,😔😞😖💔🕳️,💀🕳️😭😔⚠️",0
5,"💀🕳️😭😔⚠️,💀🕳️😰😔😭,😔😢😞⚠️,💀🕳️😭⚠️,😔💔😢",1
5,"💀🕳️😰😔😭,😔😞😖💔🕳️,💀🕳️😭😔⚠️,😔💔😢,💀🕳️😭⚠️😖",0
5,"😔😞😖💔🕳️,💀🕳️😭⚠️,😔💔😢,💀🕳️😭⚠️😖,💀😰🕳️😭⚠️",1
5,"💀🕳️😭⚠️😔,😔💔😢,💀🕳️😭⚠️😖,💀😰🕳️😭⚠️,💀🕳️😰😭⚠️",1
5,"😔💔😢,💀🕳️😭⚠️😖,💀🕳️😭⚠️,💀🕳️😰😭⚠️,💀🕳️😭⚠️",1
5,"💀⚠️😭😖🕳️,💀😰🕳️😭⚠️,💀🕳️😰😭⚠️,💀🕳️😭⚠️,💀🕳️😭⚠️",1
5,"💀😰🕳️😭⚠️,💀🕳️😰😭⚠️,💀🕳️😭🚨,💀🕳️😰😭⚠️,💀🕳️😭😔⚠️",0
5,"💀⚠️🕳️😭😰,💀🕳️😭⚠️,💀🕳️😭⚠️,💀🕳️😭😔⚠️,😔😰🕳️😭⚠️",2
5,"💀🕳️😭🚨,💀🕳️😰😭⚠️,💀🕳️😭😞⚠️,😔😰🕳️😭⚠️,💀😰🕳️😭⚠️",1
5,"💀🕳️😭⚠️,💀🕳️😭😞⚠️,😔😰🕳️😭⚠️,💀😭⚠️🕳️,💀😭🕳️⚠️😔",1
5,"💀🕳️😭😔⚠️,😔😰🕳️😭⚠️,💀😰🕳️😭⚠️,💀😭🕳️⚠️😔,💀🕳️😭⚠️🔪",0
5,"😔😰🕳️😭⚠️,💀😰🕳️😭⚠️,💀😭🕳️⚠️😔,💀🕳️😭⚠️🔪,😔😟😖💔😢",1
5,"💀😰🕳️😭⚠️,💀😭🕳️⚠️😔,💀🕳️😭⚠️,😔😟😖💔😢,💀😰🕳️😭⚠️",0
5,"💀😭🕳️⚠️😔,💀🕳️😭⚠️🔪,😔😟😖💔😢,💀😰🕳️😭⚠️,😔🕳️😭",1
5,"💀🕳️😭⚠️,😔😟😖💔😢,💀😰🕳️😭⚠️,😔💔😢🕳️,💀😭🕳️🚨",2
5,"😔😟😖💔😢,💀😰🕳️😭⚠️,😔💔😢🕳️,💀😭🕳️🚨,💀⚠️😭🕳️🚨",1
5,💀😭⚠️🕳️,2
5,💀🕳️😭⚠️🚨,0
5,💀😭⚠️🕳️,1
8,"😔💔😢,😔💔😢😞,😔💔😢,💀🕳️😭⚠️,💀😔🕳️💔😭",0
8,"😔💔😢😞⚠️,😔💔😢,💀🕳️😭⚠️,💀😔🕳️😭⚠️,😔💔😢",1
8,"😔😢💔,💀😭🕳️⚠️,💀😔🕳️💔😭,😔💔😢,💀😰🕳️😭⚠️",0
8,"💀😭🕳️⚠️,💀😔🕳️💔😭,😔💔😢,💀😰🕳️😭⚠️,😔💔😢",0
8,"💀🕳️😭😔💔,😔💔😢,💀😰🕳️😭⚠️,😔💔😢,😔😞😩💔🕳️",1
8,"😔💔😢,💀😔🔪⚠️😭,😔💔😢,😔😞😩💔🕳️,💀🔪⚠️😭🕳️",1
8,"💀😰🕳️😭⚠️,😔😢😞,😔😞😩💔🕳️,💀😭🔪⚠️🕳️,💀😭🕳️⚠️😔",1
8,"😔💔😢,😔😞😩💔🕳️,💀😭🔪⚠️🕳️,💀😭🕳️⚠️😔,😔😩😞🕳️⚠️",1
8,"😔😞😩💔🕳️,💀😭🔪⚠️🕳️,💀🕳️😭⚠️,😔😩😭🕳️⚠️,💀😭⚠️🕳️",0
8,"💀🔪😭⚠️🕳️,💀🕳️😭⚠️,😔😩😞🕳️⚠️,💀😭⚠️🕳️,💀🕳️😭😔⚠️",0
8,"💀🕳️😭⚠️,😔😩😭⚠️🕳️,💀😭⚠️,💀🕳️😭😔⚠️,💀😰🕳️😭⚠️",1
8,"😔😩😭🕳️⚠️,💀😭⚠️🕳️,💀🕳️😭😔⚠️,💀😰🕳️😭⚠️,💀😔🕳️😭⚠️",0
8,"💀😭⚠️🕳️,💀🕳️😭😔⚠️,💀😰🕳️😭⚠️,💀😔🕳️😭⚠️,💀🕳️😭⚠️😔",0
8,"💀🕳️😭😞⚠️,💀😰🕳️😭⚠️,💀😔🕳️😭⚠️,💀🕳️😭😞⚠️,💀🕳️😭⚠️",1
8,"💀😰🕳️😭⚠️,💀😔🕳️😭⚠️,💀🕳️😭😞⚠️,💀🕳️😭,💀😔🕳️😭⚠️",1
8,"💀😔🕳️😭⚠️,💀🕳️😭😞⚠️,💀🕳️😭⚠️,💀😔🕳️😭⚠️,💀😰🕳️😭⚠️",1
8,"💀🕳️😭😞⚠️,💀🕳️😭,💀😔🕳️😭⚠️,💀😰🕳️😭⚠️,💀🕳️😭⚠️😔",1
8,"💀🕳️😭⚠️,💀😔🕳️😭⚠️,💀😰🕳️😭⚠️,💀🕳️😭⚠️😔,💀🕳️😭⚠️",0
8,"💀😔🕳️😭⚠️,💀😰🕳️😭⚠️,💀🕳️😭⚠️😔,💀🕳️😭⚠️,💀😭😔⚠️",0
8,"💀😰🕳️😭⚠️,💀🕳️😭⚠️😔,💀🕳️😭⚠️,💀😭😔⚠️,😭😔💔😞⚠️",0
8,"💀🕳️😭⚠️😔,💀🕳️😭⚠️,💀😭🕳️⚠️,😭😔😞⚠️,😔💔😢",1
8,"💀🕳️😭⚠️,💀😭😔⚠️,😭😔😞⚠️💔,😔💔😢,💀😭⚠️🕳️",1
8,"💀😭😔⚠️,😭😔😞⚠️,😔💔😢,💀😭⚠️🕳️,💀😔🕳️😭⚠️",1
8,"😭😔😞⚠️💔,😔💔😢,💀😭⚠️🕳️,💀😔🕳️😭⚠️,💀🕳️😭😞💔",0
8,"😔💔😢,💀😭⚠️🕳️,💀😔💔⚠️😭,💀🕳️😭😞💔,😔💔😢🕳️",2
9,"💀🕳️😭⚠️😔,💀⚠️🕳️😭🚨,💀🕳️😰😭⚠️,💀🔪🚨😭⚠️,😔💔😞🕳️⚠️",1
9,"💀⚠️🕳️😭🚨,💀🕳️😰😭⚠️,💀🔪🚨😭⚠️,😔💔😞🕳️⚠️,💀🕳️😭⚠️🔪",1
9,"💀🕳️😰😭⚠️,💀🔪🚨😭⚠️,😔💔😞🕳️⚠️,💀🕳️😭⚠️🔪,💀🕳️⚠️😭🌑",0
10,"💀🕳️😭⚠️🩸,💀🕳️😭⚠️😔,💀🔪⚠️😭🕳️,💀⚠️😭🕳️🚨,😔💔😞🕳️⚠️",1
10,"💀🕳️😭⚠️😔,💀🔪⚠️😭🕳️,💀⚠️😭🕳️🚨,😔💔😞🕳️,💀🕳️😰😭⚠️",0
10,"💀🔪⚠️😭🕳️,💀⚠️😭🕳️🚨,😔💔😞🕳️,💀🕳️😰😭⚠️,😔💔😖🕳️⚠️",2
10,"💀⚠️😭🕳️🚨,😔💔😞🕳️⚠️,💀🕳️😰😭⚠️,😔💔😖🕳️⚠️,💀🔪⚠️😭🌑",1
10,"😔💔😞🕳️⚠️,💀🕳️😰😭⚠️,😔💔😞🕳️⚠️,💀🔪⚠️😭🌑,💀😭😔⚠️🕳️",2
10,"💀🕳️😰😭⚠️,😔💔😞🕳️⚠️,💀🔪⚠️😭🕳️,💀😭😔⚠️🕳️,💀🔪🚨💊⚠️",1
10,"😔💔😞🕳️⚠️,💀🔪⚠️😭🌑,💀😭😔⚠️🕳️,💀🔪🚨💊⚠️,💀⚠️🕳️🔪",2
10,"💀🔪⚠️😭🌑,💀😭😔⚠️🕳️,💀🔪🚨💊⚠️,💀⚠️🕳️🔪,💀🔫⚠️🕳️😰",1
10,"💀😭😔⚠️🕳️,💀🔪🚨💊⚠️,💀⚠️🕳️🔪,💀🔫⚠️🕳️😰,💀🔪😭🕳️🚨",1
10,"💀🔪🚨💊⚠️,💀⚠️🕳️🔪,💀🔫⚠️🕳️😰,💀🔪😭🕳️🚨,💀🔫😭🕳️🚨",1
10,"💀⚠️🕳️🔪,💀🔫⚠️🕳️😰,💀🔪😭🕳️🚨,💀🔫😭🕳️🚨,💀🕳️😭⚠️",2
10,"💀🔪🚨⚠️🔫,💀🔪😭🕳️🚨,💀😭🕳️⚠️🔫,💀🕳️😭⚠️🌑,💀🔪⚠️😭🕳️",2
10,"💀🔪😭🕳️🚨,💀🔫😭🕳️🚨,💀🕳️😭⚠️🌑,💀🔪⚠️😭,💀🔪💊🕳️",1
10,"💀😭🕳️⚠️🔫,💀🕳️😭⚠️,💀🔪⚠️😭,💀🔪💊🕳️,💀🕳️⚠️😭🔪",1
10,"💀🕳️😭⚠️🌑,💀🔪⚠️😭🕳️,💀🔪😭🕳️⚠️,💀🕳️⚠️😭🔪,💀🔫🚨😭🕳️",0
10,"💀🔪⚠️😭,💀🔪💊🕳️,💀🕳️⚠️😭🔪,💀🔫🚨😭🕳️,😔💔😞",1
10,"💀🔪💊🕳️,💀🕳️⚠️😭🔪,💀🔫🚨🕳️😭,😔💔😞,💀🕳️😭😔💔",1
10,"💀🕳️⚠️😭🔪,💀🔫🚨😭🕳️,😔💔😞,💀🕳️😭😔💔,💀🕳️😰💊⚠️",2
10,"💀🔫🚨🕳️😭,😔💔😞,💀😔🕳️😭⚠️,💀🕳️😰💊⚠️,💀🔪⚠️😭",2
10,"😔💔😞,💀🕳️😭😔💔,💀🕳️😰💊🚨,💀🔪⚠️😭,💀⚠️🕳️🔪😭",1
10,"💀😭🕳️😔💔,💀🕳️😰💊⚠️,💀🔪⚠️🕳️,💀⚠️🕳️🔪😭,💀🕳️⚠️😭🔪",1
10,"💀🕳️😰💊⚠️,💀🔪🚨⚠️😭,💀🕳️🚨🔪😭,💀🕳️😰🔪,💀🕳️😭⚠️😔",1
10,"💀🔪🚨😭⚠️,💀⚠️🕳️🔪😭,💀🕳️⚠️😭🔪,💀🕳️😭⚠️😔,💀🕳️😭⚠️",1
10,"💀⚠️🕳️🔪😭,💀🕳️⚠️😭🔪,💀🕳️😭⚠️😔,💀🕳️😰😭⚠️,💀😭🕳️⚠️",1
10,"💀🕳️⚠️😭🔪,💀🕳️😭⚠️😔,💀🕳️😭⚠️,💀😭🕳️⚠️,💀💊😰⚠️🕳️",0
10,"💀🕳️😭⚠️😔,💀🕳️😰😭⚠️,💀🕳️😭⚠️,💀💊⚠️😭😔,💀😔🕳️💔😭",2
10,"💀🕳️😭⚠️😰,💀😭🕳️⚠️,💀💊😰⚠️🕳️,💀😔💔🕳️⚠️,💀⚠️🔪😭",1
10,"💀😭🕳️⚠️,💀💊⚠️😭😔,💀🕳️😭😔💔,💀⚠️🔪😭,💀😔🕳️😭⚠️",1
10,"💀💊😰⚠️😭,💀😔💔🕳️⚠️,💀⚠️🔪😭,💀😔🕳️😭⚠️,💀😭🕳️⚠️😔",1
10,"💀🕳️😭😔💔,💀⚠️🔪😭,💀😔🕳️😭⚠️,💀🕳️😭⚠️,💀😔🕳️⚠️😭",1
10,"💀⚠️🚨🕳️😭,💀😔🕳️😭⚠️,💀🕳️😭⚠️,💀😔🕳️⚠️😭,💀😰⚠️😭😔",1
10,"💀😔🕳️😭⚠️,💀🕳️😭⚠️,💀😔🕳️⚠️😭,💀😰😭⚠️,💀😭🕳️⚠️",1
10,"💀🕳️😭⚠️,💀😔🕳️⚠️😭,💀😰⚠️😭😔,💀😭🕳️⚠️,💀🕳️😰🚨😭",1
10,"💀🕳️😭⚠️😔,💀😰😭⚠️🕳️,💀🕳️😭⚠️,💀🕳️😰😭⚠️,💀😭💊⚠️🕳️",0
10,"💀😰😭⚠️💔,💀🕳️😭⚠️,💀🕳️⚠️😭😰,💀😰🕳️💊😭,💀😔🕳️😭⚠️",0
10,"💀😭🕳️⚠️,💀🕳️😰😭⚠️,💀😰🕳️💊😭,💀😔🕳️😭⚠️,💀😔🕳️😭⚠️",0
10,"💀🕳️😰😭⚠️,💀😰🕳️💊😭,💀😔😞🕳️😭,💀😔💔🕳️😭,💀😭😔⚠️",1
11,"😔💔😢,😔💀🕳️⚠️,💀🕳️😰😭⚠️,💀🕳️😰😔💔,😔💔😢⚠️",0
11,"😔💀🕳️⚠️,💀🕳️😰😭⚠️,💀🕳️😰😔💔,😔💔😢⚠️,💀🕳️😭⚠️🩸",0
11,"💀🕳️😰😭⚠️,💀🕳️😰😔💔,💀🕳️😭⚠️,💀🕳️😭⚠️🩸,💀😰🕳️😭⚠️",0
13,"💀🕳️⚠️😭🩸,💀🔪😭🕳️⚠️,💀😭🕳️⚠️😔,😔💔😴⚠️,😔💔🕳️😭⚠️",0
13,"💀🔪😭🕳️⚠️,💀😭🕳️⚠️😔,😔💔😴🕳️⚠️,😔💔😞🕳️⚠️,💀🕳️😭⚠️😔",2
13,"💀😭🕳️⚠️😔,😔💔😴⚠️,😔💔🕳️😭⚠️,💀🕳️😭😔⚠️,💀🚨⚠️🕳️😭",2
13,"😔💔😴⚠️,😔💔🕳️😭⚠️,💀🕳️😭⚠️😔,💀🚨⚠️🕳️😭,💀🔪😰🩸",0
13,"😔💔🕳️😭⚠️,💀🕳️😭⚠️😔,💀🚨⚠️🕳️😭,💀🔪😰🕳️,💀⚠️🪦😰🕳️",0
13,"💀🕳️😭⚠️😔,💀🚨⚠️🕳️😭,💀🔪😰🩸,💀⚠️🪦😰🕳️,💀📝⚠️🕳️😰",0
13,"💀🚨⚠️🕳️😭,💀🔪😰🕳️,💀⚠️🪦😰🕳️,💀📝⚠️🕳️😰,😔💔😢⚠️🕳️",0
13,"💀🔪😰🩸,💀⚠️🪦😰🕳️,💀⚠️🕳️😭🚨,😔💔😢⚠️,😔💔😢",2
14,"😔💊😰⚠️🕳️,💀🕳️😭😔⚠️,💀🕳️😭😔⚠️,😊💪✨🌟🙏,💀🕳️😭😔⚠️",0
14,"💀🕳️😭😔⚠️,💀🕳️😭😔⚠️,😊💪✨🌟🙏,💀🕳️😭😔⚠️,💊😰⚠️😵🕳️",0
14,"💀🕳️😭😔⚠️,😊💪✨🌟🙏,💀🕳️😭⚠️😔,💊😰⚠️😵🕳️,😔😢😞",0
14,"😊💪✨🌟🙏,💀🕳️😭⚠️😔,💊😰🕳️,😔😢😞,😔💔😞",0
14,"💀🕳️😭⚠️😔,💊😰🕳️,😔😢😞,😔💔😞,😔💔😞🕳️⚠️",0
14,"💊😰⚠️😵🕳️,😔😢😞,😔💔😞,😔💔😞🕳️⚠️,💀🕳️😭🌙",1
14,"😔😢😞,😔💔😞,😔💔😞🕳️⚠️,💀🕳️😭⚠️,💀😰🕳️😭",1
14,"😔😞💔,😔💔😞🕳️⚠️,💀🕳️😭🌙,💀😰🕳️😭,💀😰🕳️😭⚠️",2
14,"😔💔😞🕳️⚠️,💀🕳️😭🌑,💀😰🕳️😭,💀😰🕳️😭⚠️,💀⚠️🕳️😭🚨",2
14,"💀🕳️😭⚠️😴,💀😰🕳️😭,💀😰🕳️😭⚠️,💀⚠️🕳️😭🚨,💀😭⚠️🕳️",2
14,"💀😰🕳️😭,💀😰🕳️😭⚠️,💀⚠️🕳️😭🚨,💀😭🕳️⚠️,💀💊🕳️😭",1
14,"💀😰🕳️😭⚠️,💀⚠️🕳️😭🚨,💀😭⚠️🕳️😔,💀💊⚠️🕳️😭,💀😰⚠️😭🕳️",0
14,"💀⚠️🕳️😭🚨,💀😭⚠️🕳️😔,💀💊⚠️🕳️😭,💀😰⚠️😭🕳️,💊🕳️😰💀🚨",0
14,"💀😭⚠️🕳️,💀💊⚠️🕳️😭,💀😰⚠️😭🕳️,💊🕳️😰💀🚨,😔😞💔",2
14,"💀💊⚠️🕳️😭,💀😰⚠️😭🕳️,💊🕳️😰💀🚨,😔💔😞,💀⚠️🕳️😭🚨",1
14,"💀😰⚠️😭🕳️,💊🕳️😰💀🚨,😔😞💔,💀⚠️🕳️😭🚨,💀💊😰🕳️🚨",1
14,"💊😭🕳️⚠️💀,😔😞💔,💀⚠️🕳️😭🚨,💀💊🕳️😭,💀😰🕳️😭⚠️",0
14,"😔😞💔,💀⚠️🕳️😭🚨,💀💊🕳️😭,💀😰🕳️😭⚠️,😔💔😢",1
14,"💀⚠️🕳️😭🚨,💀💊🕳️😭,💀😰🕳️😭⚠️,😔💔😢,💀😰🕳️😭⚠️",0
14,"💀💊🕳️😭,💀😰🕳️😭⚠️,😔💔😢,💀😰🕳️😭⚠️,💀🕳️⚠️😭🌑",0
14,"💀😰🕳️😭⚠️,😔💔😢,💀😰🕳️😭⚠️,💀⚠️🕳️😭,😔😖😞⚠️",0
14,"😔💔😢,💀😰🕳️😭⚠️,💀🕳️⚠️😭🌑,😔😖😞⚠️🕳️,😔😞😖💔🕳️",2
14,"💀😰🕳️😭⚠️,💀⚠️🕳️😭,😔😖😞⚠️,😔💔😞,💀⚠️🕳️😭😔",0
14,"💀🕳️⚠️😭🌑,😔😖😞⚠️💔,😔😞😖💔🕳️,💀🕳️😭⚠️🚨,😔💔🕳️😭",0
14,"😔😖😞⚠️,😔😞😖💔🕳️,💀⚠️🕳️😭😔,😔💔🕳️😭,😔😞🕳️😭⚠️",1
15,💀💊🚨🕳️😭,2
15,💀🕳️🚨⚰️😭,1
16,"💀⚠️🕳️😭,💀🕳️⚠️😭🚨,💀🕳️⚠️😭🚨,💀🕳️⚠️😭💊,💀😭🕳️🚨",2
16,"💀🕳️⚠️😭🚨,💀🕳️⚠️😭🚨,💀🕳️⚠️😭💊,💀😭⚠️🕳️,💀🕳️🚨😭⚠️",0
17,"💀😭⚠️🕳️🔪,😔💔😢😞⚠️,😔💔😢😞⚠️,😡💢😤💥⚠️,💀🔫🚨😭⚠️",0
17,"😔💔😢😞⚠️,😔💔😢😞⚠️,😡🤬💥⚠️🚨,💀🔫🚨⚠️😭,😔💔😢😞🕳️",0
17,"😔💔😢😞⚠️,😡💢😤💥⚠️,💀🔫🚨⚠️😭,😔💔😢😞🕳️,💀😭⚠️🕳️😔",0
18,"💀🕳️😰😭⚠️,💀⚠️🕳️😰💊,💀🕳️😭⚠️😔,💀😭⚠️💔😔,💀🕳️😭⚠️💊",1
18,"💀⚠️🔪😰🕳️,💀🕳️😭⚠️😖,💀🕳️😭⚠️💔,💀🕳️😭⚠️💊,💀🕳️😰😭⚠️",0
18,"💀🕳️😭⚠️😔,💀🕳️😭⚠️💔,💀🕳️😭⚠️💊,💀🕳️😰😭⚠️,💀🕳️😭⚠️💔",0
18,"💀🕳️😭⚠️💔,💀🕳️😭⚠️💊,💀🕳️😰😭⚠️,💀🕳️😭⚠️💔,💀😰🕳️😭⚠️",0
18,"💀🕳️😭⚠️💊,💀🕳️😰😭⚠️,💀🕳️😭⚠️😖,💀😰🕳️😭⚠️,💀🔪😭🕳️⚠️",0
19,"💀⚠️😰🕳️😭,⚠️🕳️😰💊🏥,💊😰⚠️😔🔍,💀💊⚠️🕳️,💀💊🕳️🚨😭",2
19,"💀⚠️🕳️😭🚨,💊😰⚠️😔💔,💀💊⚠️🕳️,💀💊🕳️😭🚨,💀⚠️😭🕳️",2
20,"💀😭😰🕳️⚠️,💀😭🕳️⚠️,😔💔😭⚠️🕳️,💀😭⚠️🕳️,💀😰🕳️😭⚠️",0
20,"💀😭🕳️⚠️,😔💔😭⚠️🕳️,💀😭⚠️🕳️,💀😰🕳️😭⚠️,💀😔🕳️😭⚠️",1
20,"😔💔😭⚠️🕳️,💀😭🕳️⚠️,💀😰🕳️😭⚠️,💀😔🕳️😭⚠️,💀😰😭⚠️🕳️",0
20,"💀😭⚠️🕳️,💀😰🕳️😭⚠️,💀😔🕳️😭⚠️,💀😰😭⚠️🕳️,💀😰🕳️😭⚠️",1
20,"💀😰🕳️😭⚠️,💀😔🕳️😭⚠️,💀😰😭⚠️🕳️,💀😰🕳️😭⚠️,💀😭🕳️⚠️",1
20,"💀😔🕳️😭⚠️,💀😰😭⚠️🕳️,💀😰🕳️😭⚠️,💀😭🕳️⚠️,😭😰💔⚠️",1
20,"💀😰😭⚠️🕳️,💀😰🕳️😭⚠️,💀😭🕳️⚠️,😭😰💔⚠️,💀😰🕳️😭⚠️",1
20,"💀😰🕳️😭⚠️,💀😭🕳️⚠️,😭😰💔⚠️,💀😰🕳️😭⚠️,💀🕳️😭😔⚠️",0
20,"💀😭⚠️🕳️,😭😰💔⚠️,💀😰🕳️😭⚠️,💀🕳️😭😔⚠️,💀😔🕳️😭⚠️",1
20,"😭😰💔⚠️,💀😰🕳️😭⚠️,💀🕳️😭😔⚠️,💀😔🕳️😭⚠️,💀🕳️😭⚠️",0
20,"💀😰🕳️😭⚠️,💀🕳️😭😔⚠️,💀😔🕳️😭⚠️,💀🕳️😭⚠️,💀😰🕳️😭⚠️",1
20,"💀🕳️😭😔⚠️,💀🕳️😭😔💔,💀🕳️😭⚠️,💀😰🕳️😭⚠️,💀😭🕳️⚠️😔",0
20,"💀😔🕳️😭⚠️,💀🕳️😭⚠️,💀😰🕳️😭⚠️,💀😭🕳️⚠️😖,💀😭🕳️⚠️😖",0
20,"💀😭⚠️🕳️💊,💀😰🕳️😭⚠️,💀😭🕳️⚠️😔,💀😭🕳️⚠️😖,💀😭🕳️⚠️😔",1
20,"💀😰🕳️😭⚠️,💀😭🕳️⚠️😔,💀😭🕳️⚠️😖,💀😭🕳️⚠️😔,💀😭🕳️⚠️😖",1
20,"💀😭🕳️⚠️😔,💀😭🕳️⚠️😖,💀😭🕳️⚠️😔,💀😭🕳️⚠️😖,💀🕳️😭😰⚠️",0
20,"💀😭🕳️⚠️😖,💀😭🕳️⚠️😔,💀😭🕳️⚠️😖,💀😭🕳️⚠️😖,💀🕳️😰😔💤",0
20,"💀😭🕳️⚠️😔,💀😭🕳️⚠️😖,💀🕳️😭⚠️😖,💀🕳️😰😔💤,💀😭🕳️⚠️",1
20,"💀😭🕳️⚠️😖,💀😭🕳️⚠️😖,💀🕳️😰😔💤,💀😭⚠️🕳️,💀😭⚠️🕳️",0
20,"💀😭🕳️⚠️😖,💀🕳️😰😔💤,💀😭⚠️🕳️,💀😭⚠️🕳️😖,😔💔😭😞⚠️",1
20,"💀🕳️😭😔⚠️,💀😭⚠️🕳️😔,💀😭⚠️🕳️😖,😔💔😭😞⚠️,💀😭⚠️🕳️😔",0
20,"💀😭⚠️🕳️😔,💀😭⚠️🕳️,😔💔😭⚠️🕳️,💀😰🕳️😭⚠️,😔💔😢😞⚠️",1
20,"💀😭⚠️🕳️,😔💔😭😞🕳️,💀😭⚠️🕳️😔,😔💔😢😞⚠️,💀🕳️😭💔⚠️",1
