PRP$,RB,DT,JJ,NN,CC,VB,VBG,IN,NNP,NNS,PRP,VBP,MD,TO,VBZ,CD,VBD,VBN,RP,WP,WRB,FW,WDT,PDT,JJR,RBR,JJS,EX,RBS,NNPS,UH,WP$,$,'',POS,n't,'m,im,..,fucking,'s,suicide,hate,please,hope,na,fuck,ca,dont,people,kill,die,ie,feel,...,someone,life,wish,help,tired,really,anymore,want,cant,know,never,would,need,il,like,day,wan,going,gon,one,pain,talk,love,think,get,even,everyone,much,end,nothing,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,class_A,class_B,class_C,class_D
3.0,12.6,9.0,12.4,18.6,6.6,13.2,4.8,12.4,0.0,4.4,10.0,9.4,3.8,5.4,5.0,1.4,1.2,2.2,0.4,1.0,2.0,0.0,0.2,0.2,0.2,0.8,0.4,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.035793149800513006,0.032678761364782,0.0,0.0,0.010130125145073988,0.018507266575359286,0.0,0.0,0.0,0.014899509989717136,0.0,0.0033347048183438987,0.012773107337576967,0.0,0.0031541244954271697,0.009688618463366596,0.0014741551514928515,0.0,0.0024524435317573373,0.0,0.005160030687544811,0.0010448896526589172,0.0,0.0,0.0038256129131769715,0.0,0.0,0.00371720745281369,0.0,0.006962821129908552,0.0,0.0020965349692735765,0.0,0.0,0.006527444193291088,0.004903397362295294,0.0,0.008056321195393618,0.0,0.001695018466579578,0.0,0.007624931424278803,0.0,0.0020172395249224867,0.005471052581564969,0.00323768803929839,0.005480758493164811,0.0,0.0023016450548297603,0.002679334342984089,0.055865921787709494,0.1005586592178771,0.055865921787709494,0.11173184357541899,0.0782122905027933,0.16759776536312848,0.13966480446927373,0.12290502793296089,0.061452513966480445,0.10614525139664804,0.3877551020408163,0.04081632653061224,0.30612244897959184,0.2653061224489796
2.0,12.0,6.6,10.6,16.2,5.4,11.4,3.2,8.4,0.0,3.0,9.0,8.4,2.2,4.6,3.4,0.8,2.0,1.6,0.6,0.8,1.0,0.0,0.0,0.2,0.6,0.6,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.031791962010787767,0.04111976983538989,0.0,0.0,0.012746762636421511,0.00998046057279523,0.0,0.0,0.0,0.018748091905880233,0.0,0.00839213537310162,0.004018108489034821,0.0,0.0019844214998905258,0.002438242727681187,0.001854933234904289,0.0,0.0015429580153676237,0.0,0.0032464399713150933,0.0013147873489176782,0.0,0.0,0.004813778610307554,0.0,0.0,0.005456933696104721,0.0,0.008761335812910762,0.005368672721035233,0.0,0.0,0.0,0.004693428507985791,0.0,0.0,0.015205934654774302,0.0,0.002132846114773565,0.0,0.00479723545328242,0.0,0.005076595409583527,0.005163179696440002,0.004073991222881,0.003448226284445019,0.0,0.005792331835401832,0.0033714133245666945,0.04201680672268908,0.1092436974789916,0.04201680672268908,0.08403361344537816,0.1092436974789916,0.15126050420168066,0.18487394957983194,0.07563025210084033,0.07563025210084033,0.12605042016806722,0.2857142857142857,0.047619047619047616,0.38095238095238093,0.2857142857142857
2.2,13.2,7.0,12.0,18.0,6.0,11.4,3.2,10.6,0.0,3.2,11.6,10.0,2.8,4.4,5.0,0.8,2.2,1.8,0.6,1.0,1.8,0.0,0.0,0.2,1.2,0.8,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.027702963681426,0.03031858369510197,0.0,0.0,0.008330480726214382,0.014494666748271743,0.0,0.0,0.0,0.016336761757213967,0.0,0.007312761048586941,0.003501309969544812,0.0,0.005187571316434075,0.002124642376854025,0.0016163566130516474,0.0,0.0013445068236804696,0.0,0.005657782843899616,0.001145682866741771,0.0,0.0,0.004194643097727805,0.0,0.0,0.004755077272168423,0.006058094061017762,0.006107580721025894,0.014034504572995644,0.0,0.0,0.0,0.0051122151353060665,0.0,0.0,0.006625093716147647,0.0,0.001858525071072785,0.0,0.00418022767794063,0.0,0.004423657093238379,0.007498508562353916,0.0035500052135072377,0.0030047245115260458,0.0,0.005047337387118638,0.0029377910320179234,0.05,0.10833333333333334,0.041666666666666664,0.08333333333333333,0.1,0.175,0.18333333333333332,0.06666666666666667,0.08333333333333333,0.10833333333333334,0.3076923076923077,0.05128205128205128,0.358974358974359,0.28205128205128205
2.8,11.0,8.4,10.0,18.4,7.2,11.2,2.6,12.0,0.0,3.6,12.8,11.0,3.0,4.6,4.4,0.6,1.8,2.2,0.6,1.2,1.8,0.0,0.2,0.2,1.4,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.019737964959733068,0.03534800198379273,0.0,0.0,0.0,0.018589036530773245,0.0,0.0,0.0,0.0,0.0,0.003907678154829105,0.003741949829994627,0.0,0.005544105427529201,0.0,0.001727446414635953,0.0,0.001436912790943732,0.0,0.0030233169492315816,0.0012244239572394872,0.0,0.0,0.004482934719564767,0.0,0.0,0.0050818867066817165,0.006474457914008673,0.006527345719034546,0.01499907533402627,0.004913528690874843,0.0,0.0,0.0010927140254846643,0.0,0.0,0.004720284411734062,0.0,0.0,0.00385154261606905,0.004467528549276755,0.0,0.004727688508581223,0.006411095980459293,0.0018969959130597095,0.003211234787232303,0.0,0.0026971167137352175,0.0,0.06504065040650407,0.0975609756097561,0.056910569105691054,0.11382113821138211,0.0975609756097561,0.17886178861788618,0.17073170731707318,0.08130081300813008,0.04878048780487805,0.08943089430894309,0.18518518518518517,0.1111111111111111,0.3333333333333333,0.37037037037037035
2.4,12.4,8.8,11.0,18.8,6.6,11.8,2.8,13.4,0.0,4.0,14.4,11.4,4.2,4.2,4.0,0.4,2.0,2.2,0.8,1.0,2.2,0.0,0.2,0.0,1.4,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.02111671986500854,0.03641652818755118,0.004995266751838075,0.0,0.008466599692328994,0.014731507708210825,0.0,0.0,0.0,0.0,0.0,0.0037161253041021877,0.010675562750278788,0.005907626129104815,0.0035148903690871403,0.0,0.0032855353376409304,0.0,0.002732951778853765,0.0,0.0028751151379947395,0.0011644031750218653,0.003034720160756354,0.0,0.004263183017625318,0.0,0.0,0.003451981866583519,0.006157082526067071,0.006207377791630892,0.01426382654314263,0.004672669441322154,0.0,0.0,0.0010391496124707103,0.0,0.0,0.004488897920962785,0.0,0.0,0.003662741507438214,0.0,0.0,0.0022479695359430324,0.0060968265696524655,0.0018040059173214885,0.003053821317269935,0.0,0.002564905110120746,0.0,0.06153846153846154,0.1076923076923077,0.06153846153846154,0.12307692307692308,0.1,0.14615384615384616,0.16923076923076924,0.07692307692307693,0.05384615384615385,0.1,0.21212121212121213,0.09090909090909091,0.36363636363636365,0.3333333333333333
2.6,12.6,10.4,10.8,21.0,6.6,13.4,4.2,14.0,0.0,3.8,14.8,10.2,4.8,4.4,5.2,0.6,2.2,2.2,1.0,1.0,2.8,0.0,0.2,0.0,2.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028198157644512917,0.033666035122026164,0.009235961486782181,0.0,0.01565425683294666,0.019066398496065007,0.0,0.0,0.0,0.0,0.0,0.0034354511874781554,0.019738502728612144,0.005461430802133152,0.0032494152656817672,0.0,0.0015186915609035115,0.0,0.0037898032220358858,0.0,0.0026579614266658315,0.0010764573158812412,0.0028055116894001335,0.0,0.003941190342578088,0.0,0.0,0.001914754896388925,0.005692046081500072,0.0043039069582455885,0.01758199767251418,0.004319748788654318,0.0,0.0,0.002881991976580399,0.0,0.0,0.004149857292491275,0.0,0.0,0.0033860993996256603,0.0,0.00384470726112038,0.002078183317216217,0.005636341179195331,0.0016677516939588384,0.0028231701603764355,0.0,0.0047423623184105635,0.0027602809998718255,0.06870229007633588,0.0916030534351145,0.06870229007633588,0.12213740458015267,0.08396946564885496,0.183206106870229,0.1450381679389313,0.09923664122137404,0.061068702290076333,0.07633587786259542,0.2222222222222222,0.08333333333333333,0.4166666666666667,0.2777777777777778
1.8,12.8,9.0,10.8,19.6,5.6,12.6,4.4,12.8,0.0,3.2,11.8,9.6,5.8,3.4,5.0,0.4,3.8,2.8,0.8,1.4,3.2,0.0,0.4,0.0,1.6,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03376027313841491,0.03761958204858192,0.009583395774686213,0.0,0.016243131698135876,0.01978362978745303,0.0,0.0,0.0,0.0,0.0,0.00712936892197661,0.020481016937838933,0.005666876474940669,0.003371650322698009,0.0020713598094094098,0.0047274630720288,0.0,0.003932366352645386,0.0,0.0027579474364463645,0.0011169510080147047,0.002911048179283524,0.0,0.008178896572999042,0.0,0.0,0.0013245221958301653,0.0059061669372304825,0.004465809414355141,0.013682542075867226,0.004482247175688336,0.0,0.0,0.00299040546786242,0.0,0.0,0.004305964776848313,0.0,0.0,0.0035134761795488825,0.0,0.003989335747432118,0.0,0.004386274914530535,0.0034609768695948303,0.002929370918760502,0.0,0.0024603791965421575,0.0028641160218105775,0.06299212598425197,0.09448818897637795,0.07086614173228346,0.12598425196850394,0.07874015748031496,0.1968503937007874,0.13385826771653545,0.12598425196850394,0.03937007874015748,0.07086614173228346,0.2777777777777778,0.08333333333333333,0.4722222222222222,0.16666666666666666
1.8,11.2,9.0,10.2,20.0,5.0,12.0,3.8,10.8,0.0,3.2,7.8,7.6,5.0,3.2,3.4,0.4,3.8,2.8,0.6,1.0,2.4,0.0,0.4,0.0,1.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03526862686225988,0.04812289392881257,0.010726678077631235,0.0,0.018180908813001207,0.015816987223552674,0.0,0.0,0.0,0.0,0.0,0.007979890126703646,0.022924366326914452,0.0063429248965125385,0.0,0.002318469400707375,0.00705525483030263,0.0,0.004401490759627642,0.0,0.0,0.001250201303707687,0.00325833111996998,0.0,0.009154624585216473,0.0,0.0,0.0014825353700695534,0.0,0.00499857264273435,0.005104948447019468,0.005016971400156419,0.0,0.0,0.002231437062568683,0.002933435965864378,0.0,0.007229488230603221,0.0,0.0,0.003932627723775767,0.0,0.004465256503266126,0.0,0.0032730332110765866,0.003873865338248249,0.0032788397301214043,0.0024411367623373417,0.002753898118234906,0.0032058000384476287,0.061068702290076333,0.0916030534351145,0.06870229007633588,0.1297709923664122,0.08396946564885496,0.183206106870229,0.1297709923664122,0.13740458015267176,0.03816793893129771,0.07633587786259542,0.2564102564102564,0.07692307692307693,0.5128205128205128,0.15384615384615385
1.6,10.4,6.2,9.6,16.4,4.0,11.0,3.2,7.4,0.0,3.2,5.6,5.6,4.6,3.0,1.8,0.6,4.2,2.4,0.6,0.6,2.0,0.0,0.2,0.0,1.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03703805627116577,0.040818526100332084,0.012131362111606753,0.0,0.02056174210994184,0.007155303743988114,0.0,0.0,0.0,0.0,0.0,0.009024875738533883,0.025926366679248487,0.007173546013912989,0.0,0.002622078488895245,0.007979157248556544,0.0,0.0049778764543407855,0.0,0.0,0.0,0.0036850173380612865,0.0,0.010353444471375772,0.0,0.0,0.002515015359939421,0.0,0.0037687650877758984,0.005773453600795826,0.0,0.0,0.0,0.002523649058857439,0.0033175763899656653,0.0,0.008176206927467929,0.0,0.0022936559408874447,0.0,0.0,0.005049992473931927,0.0,0.005552467054504923,0.004381157227780758,0.0,0.002760809433595803,0.0031145276337180483,0.00362560718633958,0.05454545454545454,0.12727272727272726,0.06363636363636363,0.10909090909090909,0.07272727272727272,0.19090909090909092,0.12727272727272726,0.13636363636363635,0.05454545454545454,0.06363636363636363,0.2222222222222222,0.05555555555555555,0.5555555555555556,0.16666666666666666
1.8,9.6,7.0,8.4,17.0,4.0,12.0,3.0,6.4,0.0,2.2,4.4,5.0,4.0,4.4,2.2,0.8,5.0,2.8,0.4,0.8,2.0,0.0,0.2,0.0,1.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0313398937679095,0.034015438416943405,0.0060656810558033765,0.0,0.01028087105497092,0.01073295561598217,0.0,0.0,0.0,0.0,0.0,0.009024875738533883,0.021605305566040404,0.0,0.002134040581231478,0.002622078488895245,0.009973946560695682,0.0,0.003318584302893857,0.0,0.0,0.0,0.0036850173380612865,0.0,0.010353444471375772,0.0,0.0,0.002515015359939421,0.0,0.0018843825438879492,0.014433634001989566,0.0,0.004003554159898996,0.0,0.002523649058857439,0.0033175763899656653,0.0,0.008176206927467929,0.0,0.006880967822662334,0.0,0.0,0.005049992473931927,0.0,0.007403289406006565,0.006571735841671136,0.0,0.002760809433595803,0.0031145276337180483,0.00362560718633958,0.04807692307692308,0.11538461538461539,0.057692307692307696,0.11538461538461539,0.0673076923076923,0.20192307692307693,0.1346153846153846,0.14423076923076922,0.04807692307692308,0.0673076923076923,0.18421052631578946,0.07894736842105263,0.5263157894736842,0.21052631578947367
2.0,8.0,4.8,7.2,15.2,3.8,10.4,2.6,5.8,0.0,2.8,5.4,4.4,4.0,3.8,1.2,1.4,5.8,2.2,0.2,1.0,1.6,0.0,0.2,0.0,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.024441480013967332,0.02553329079467582,0.0,0.0,0.01469945818923502,0.007672921461638319,0.0,0.0,0.0,0.0,0.0,0.014516608634748119,0.01390094553866089,0.007692483385132227,0.0022884179849801383,0.005623521525120015,0.010695466099128985,0.0,0.0,0.0,0.0,0.0,0.003951593060389124,0.0,0.005551208525078073,0.0,0.0,0.0026969526412967404,0.0,0.002020699578977716,0.009286661536599244,0.0,0.004293172971466158,0.0,0.0,0.003557571277750416,0.0,0.011690236287783932,0.0,0.00983831995070019,0.0,0.0,0.0,0.0,0.011908269767959495,0.004698092005960643,0.00795293040923064,0.0029605275628346484,0.0,0.0,0.034482758620689655,0.12643678160919541,0.04597701149425287,0.12643678160919541,0.06896551724137931,0.1724137931034483,0.14942528735632185,0.12643678160919541,0.04597701149425287,0.10344827586206896,0.16666666666666666,0.05555555555555555,0.5,0.2777777777777778
2.2,9.0,5.6,7.0,17.0,4.2,11.6,2.2,6.0,0.0,2.8,5.6,5.2,4.2,4.2,1.4,1.6,3.8,1.2,0.6,0.8,1.6,0.0,0.0,0.0,1.2,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.031216020670012626,0.016940495021876955,0.0,0.0,0.020480470401997408,0.014254043822015847,0.0,0.0,0.0,0.0,0.0,0.004494602146463515,0.030127872741893498,0.007145192077099104,0.002125605638222658,0.002611714542298821,0.009934523847017042,0.0,0.003305467368890324,0.0,0.0,0.0,0.0036704520521400955,0.0,0.0,0.0,0.0,0.0033400994503543294,0.0,0.007507737566162264,0.008625950439133685,0.0,0.003987729835156312,0.0,0.0,0.009913390319423095,0.0,0.005429259936026134,0.0,0.011422950535644983,0.0,0.0,0.0,0.0,0.012904547936952155,0.002181920200396741,0.007387109273396048,0.005499794286688872,0.0,0.0036112767231524672,0.024390243902439025,0.10975609756097561,0.04878048780487805,0.12195121951219512,0.06097560975609756,0.17073170731707318,0.15853658536585366,0.15853658536585366,0.036585365853658534,0.10975609756097561,0.20512820512820512,0.05128205128205128,0.48717948717948717,0.2564102564102564
